case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,Hold4TwoStage_e20_style_specificity,Hold4TwoStage_e20_structure_preservation,Hold4TwoStage_e20_artifact_control,Hold4TwoStage_e20_note
Early_Renaissance__pisanello_stork-1430__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out rendering; minimal stylistic interpretation, mostly preserves structure but lacks clarity and artistic intent.",5,5,5,"Clean, bold geometric shapes with flat colors and sharp outlines — strong minimalism. Structure preserved accurately, no visible artifacts.",3,4,3,Soft gradient washes suggest abstraction but lack defined minimalism. Structure is recognizable but blurred; some smudging artifacts present.
Ukiyo_e__katsushika-hokusai_woman-looking-at-herself-in-a-mirror__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to apply Renaissance style; output resembles Japanese woodblock print with no religious or architectural motifs. Structure is partially preserved but distorted by stylistic mismatch. Heavy artifacts and loss of detail.,5,5,5,"Excellent Renaissance style transfer: halos, robes, book, and arched frame are faithfully rendered. Source structure (figure pose, composition) is perfectly preserved. No visible artifacts; clean edges and consistent texture.",1,2,1,"Completely fails style transfer — output is a faded, abstracted version of source with no Renaissance elements. Structure is heavily degraded into smudges. Severe artifacts and loss of all meaningful content."
Rococo__louise-elisabeth-vigee-le-brun_the-bather-1792__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Faint Rococo-like haze but lacks ornamental detail; structure preserved but overly blurred and low contrast.,5,5,5,"Excellent Rococo styling with ornate frame, soft pastel tones, and faithful pose preservation; minimal artifacts.",3,2,1,"Strong Rococo color palette but severe structural distortion and visible artifacts (e.g., face smearing, edge tearing)."
Minimalism__ellsworth-kelly_diagonal-1951__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Faint, washed-out style; line preserved but lacks Ukiyo-e texture/color. Minimal artifacts but poor stylistic fidelity.",5,5,5,Excellent Ukiyo-e paper tone and subtle texture; diagonal line perfectly preserved; no visible artifacts. Best overall match.,3,2,1,Severe artifact along diagonal line (white dots); style partially applied but structure broken. Poor execution.
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faint, washed-out output; style is barely perceptible and lacks Ukiyo-e characteristics. Structure is preserved but overly blurred.",5,5,5,"Excellent Ukiyo-e style transfer with clear linework, flat color areas, and traditional composition. Source structure is well-preserved and artifacts are minimal.",2,3,2,Similar to LBM — very low contrast and faded appearance. Style is not clearly rendered; structure is somewhat visible but obscured by haze.
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very low style transfer; appears as a faded, washed-out version of source with minimal Rococo influence. Structure is somewhat preserved but obscured by noise and lack of color/detail.",5,5,5,"Excellent Rococo style transfer with ornate details, pastel pinks/golds, and decorative flourishes matching target reference. Source structure (architectural facade) is clearly preserved and enhanced. No visible artifacts.",1,2,1,Severely degraded output; heavy black speckling and blotchy textures dominate. Almost no discernible style or structure remains. Appears corrupted or failed.
Rococo__maurice-quentin-de-la-tour_study-for-portrait-of-mademoiselle-dangeville-1__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears faded and washed out with minimal stylistic influence from the Renaissance sketch. Structure is preserved but lacks definition. Heavy artifacts and loss of detail.,5,5,5,"Excellent style transfer: captures the warm tones, soft shading, and classical composition of Early Renaissance portraiture. Structure is well-preserved with natural lighting and texture. No visible artifacts.",3,2,2,"Moderate style attempt with some Renaissance-like warmth, but heavily blurred and distorted. Structure is significantly degraded with ghosting and smearing artifacts. Poor control over output quality."
Rococo__canaletto_london-the-thames-and-the-city-of-london-from-the-terrace-of-richmond-house__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Excellent structure and artifact control, but very low style specificity — appears as a faded sketch with no Ukiyo-e color or pattern.",5,3,3,Strong Ukiyo-e style with rich colors and composition; some structural distortion and minor artifacts in water/boat areas.,3,4,2,Moderate style attempt with some color washes; poor artifact control with smudging and loss of detail; structure partially preserved.
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to apply Rococo style; appears as a faded sketch with no ornamental or color characteristics. Structure is preserved but lacks stylistic intent.,5,5,5,"Excellent Rococo styling: soft pastel palette, ornate frame, rich textures, and elegant composition. Faithfully preserves source structure with high fidelity and minimal artifacts.",1,2,1,Severe structural distortion and heavy artifacts; style is nearly absent. Appears as a corrupted or over-processed image with no coherent Rococo elements.
Ukiyo_e__utagawa-kuniyoshi_tsuchigumo__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to apply Impressionist style; output resembles a faded or degraded version of the source with no stylistic transformation. Structure is partially preserved but visually degraded.,5,5,5,Excellent application of Impressionist brushwork and color palette while preserving all structural elements of the source. Clean output with no visible artifacts.,1,2,1,Output is extremely washed out and lacks any discernible Impressionist style. Structure is barely recognizable due to severe degradation and loss of detail.
Early_Renaissance__domenico-ghirlandaio_st-jerome__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faint, washed-out output; minimal Ukiyo-e style transfer, poor color and line definition, structure barely visible.",5,5,5,"Excellent Ukiyo-e style: bold outlines, flat color blocks, stylized background, strong structural fidelity to source figure and architecture, no artifacts.",2,3,2,"Similar to LBM — overly faded, low contrast, lacks clear Ukiyo-e stylistic markers, structure is present but obscured by noise/artifacts."
Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to capture Early Renaissance style; appears as a faded, ghostly overlay with no clear stylistic rendering. Structure is partially preserved but heavily distorted by translucency artifacts.",5,5,5,"Excellent match to Early Renaissance style: warm palette, arched frame, detailed figures, and aged parchment texture. Structure is perfectly preserved with no visible artifacts.",2,3,2,"Similar to LBM-Knee_e13 — retains source structure but applies a washed-out, semi-transparent filter that lacks stylistic fidelity. Heavy ghosting and low contrast reduce visual quality."
Minimalism__yves-gaucher_traces-2000__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Minimal style transfer; output is nearly blank with faint line. Fails to apply Impressionist texture or color. Structure preserved but visually empty.,5,5,5,Excellent Impressionist brushwork and atmospheric tones applied. Source line structure clearly preserved. No visible artifacts or distortions.,1,2,1,Output is overly smoothed and washed out. No discernible Impressionist style. Line structure barely visible. Heavy blurring artifacts present.
Minimalism__robert-ryman_surface-veil-1970__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,1,Output is nearly blank; no Ukiyo-e style applied. Structure barely preserved due to lack of content rendering.,5,5,5,"Excellent Ukiyo-e style transfer with clear compositional structure matching source. Clean edges, no artifacts, faithful to reference style.",2,3,2,Some Ukiyo-e texture hints but heavily degraded. Structure partially visible but noisy and blurry. Artifacts from over-smoothing or misalignment.
Early_Renaissance__andrea-mantegna_adoration-of-the-magi-central-panel-from-the-altarpiece__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,"Very washed-out, low contrast, and lacks the bold lines and vibrant color blocking typical of Ukiyo-e. Structure is somewhat preserved but appears faded and indistinct.",5,5,5,"Excellent transfer. Captures the distinct color palette, bold outlines, and flat shading of Ukiyo-e while perfectly preserving the complex composition and details of the source image.",2,2,2,The output is extremely blurry and lacks definition. It fails to capture the stylistic elements of Ukiyo-e and results in a significant loss of structural detail from the source.
Minimalism__pino-pinelli_pittura-r-1993__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Fails to capture minimalism; colors are washed out and structure is preserved but lacks stylistic intent.,5,5,5,"Excellent minimalism with clean lines, accurate color mapping, and no visible artifacts.",3,4,4,Moderate minimalism; structure is mostly preserved but color fidelity and edge clarity are slightly degraded.
Impressionism__edouard-manet_tarring-the-boat-1873__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; output is washed out and lacks Ukiyo-e characteristics. Structure is partially preserved but blurred. Heavy artifacts and loss of detail.,5,5,5,"Excellent Ukiyo-e style application with bold outlines, flat color regions, and stylized shading. Structure is perfectly preserved. No visible artifacts.",1,2,1,Fails to apply style; appears as a heavily blurred or degraded version of the source. Structure is lost. Severe artifacts and noise.
Ukiyo_e__utagawa-kunisada_not_detected_240381(1)__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to capture Early Renaissance style; appears as a faded, washed-out version of the source with no stylistic transformation. Structure is preserved but lacks artistic intent.",5,5,5,"Excellent transfer of Early Renaissance style — chiaroscuro, drapery, and compositional balance are well rendered. Source structure is faithfully preserved with high fidelity and minimal artifacts.",1,2,1,"Almost entirely lost content; appears as a blurred, abstract wash. No discernible style or structure remains. Severe artifacting and failure in both style and structure transfer."
Minimalism__tony-smith_die-1968__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,1,4,3,"Fails to apply Ukiyo-e style; appears as a desaturated, foggy version of the source with no stylistic elements.",5,5,5,"Perfectly captures the Ukiyo-e aesthetic (color palette, texture) while maintaining the exact geometry of the source cube.",2,4,3,"Shows some stylistic influence but is very faint and washed out, lacking the distinct character of the reference."
