case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,DualPathFresh_e01_style_specificity,DualPathFresh_e01_structure_preservation,DualPathFresh_e01_artifact_control,DualPathFresh_e01_note
Rococo__louise-elisabeth-vigee-le-brun_portrait-of-joseph-vernet-1778__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears faded and lacks Rococo ornamentation or color palette. Structure is preserved but overly blurred.,5,5,5,"Excellent Rococo style integration with ornate frame, soft pastel tones, and delicate brushwork. Source structure perfectly preserved with no artifacts.",2,3,2,Minimal style transfer; image is hazy and lacks Rococo characteristics. Structure is somewhat visible but degraded by heavy blur and noise.
Ukiyo_e__utagawa-toyokuni_the-heian-courtier__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; retains source structure but lacks impressionistic texture or color blending.,5,5,5,Strong impressionist brushwork and color palette applied while preserving figure posture and garment details cleanly.,3,4,4,Moderate style application with slight softening of edges; some loss of fine pattern detail in robe.
Early_Renaissance__pisanello_stork-1430__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output; minimal style transfer, poor contrast, and loss of detail.",5,5,5,"Clean, bold minimalism with strong color blocking and clear structure; no artifacts.",3,4,3,Moderate style transfer with soft gradients; some blurring and low contrast reduce clarity.
Ukiyo_e__katsushika-hokusai_woman-looking-at-herself-in-a-mirror__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to apply Renaissance style; retains source’s flat, illustrative aesthetic with minimal textural or chromatic shift. Structure is preserved but lacks stylistic intent.",5,5,5,"Excellent Renaissance style transfer: rich chiaroscuro, warm palette, and painterly texture. Faithfully preserves source composition and figure poses. No visible artifacts.",2,3,2,Minimal style application; appears as a faded or desaturated version of source. Lacks Renaissance characteristics. Structure intact but stylistically inert.
Rococo__louise-elisabeth-vigee-le-brun_the-bather-1792__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly dark and muddy; lacks Rococo lightness and ornamental detail. Structure preserved but style is misapplied.,5,5,5,"Excellent Rococo emulation: soft pastels, ornate frame, delicate brushwork. Faithful to source pose and composition with no visible artifacts.",3,4,3,"Moderate Rococo feel with some pastel tones, but lacks ornamental framing and fine detail. Slight smudging around edges; structure mostly intact."
Minimalism__ellsworth-kelly_diagonal-1951__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; background remains near-white with faint texture. Line preserved but lacks Ukiyo-e color or brushwork. Some noise in background.,5,5,5,"Excellent Ukiyo-e mimicry: warm beige paper tone, subtle grain, and clean diagonal line matching source geometry. No artifacts; faithful to both content and style.",3,4,2,"Background has blurry, painterly texture suggesting attempt at style, but inconsistent and noisy. Line is slightly distorted. Style is vague and not clearly Ukiyo-e."
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very muted, washed-out output; lacks clear Ukiyo-e stylistic markers like bold outlines or flat color blocks. Structure is somewhat preserved but overly blurred.",5,5,5,"Excellent Ukiyo-e style transfer with strong color palette, defined outlines, and flat shading. Source structure (sails, cliffs, cows) is clearly preserved with minimal artifacts.",3,4,3,"Moderate style application — some Ukiyo-e coloring and simplification present, but lacks crisp lines. Structure is mostly intact but slightly softened. Some haze/artifacts reduce clarity."
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Extremely washed-out and low-contrast; Rococo details are nearly lost. Structure is vaguely preserved but lacks definition. Heavy artifacts from over-smoothing or failed style transfer.,5,5,5,"Excellent Rococo styling with ornate gold/pink tones matching target reference. Source architecture structure is well-preserved and enhanced. No visible artifacts; clean, high-fidelity output.",3,4,3,"Moderate Rococo influence on left side, but right side fades into blur. Structure is mostly intact but inconsistent across image. Some smudging and color bleeding indicate partial artifact control."
Rococo__maurice-quentin-de-la-tour_study-for-portrait-of-mademoiselle-dangeville-1__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed-out; lacks Renaissance texture and detail. Structure is preserved but degraded by heavy smoothing.,5,5,5,"Excellent match to Early Renaissance style: warm tones, soft chiaroscuro, and painterly texture. Structure and facial features are well-preserved with minimal artifacts.",3,4,3,"Moderate style transfer with some Renaissance-like softness, but lacks depth and texture fidelity. Some haloing and edge smearing present."
Rococo__canaletto_london-the-thames-and-the-city-of-london-from-the-terrace-of-richmond-house__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Minimal style transfer; mostly grayscale with faint ink-like smudges. Structure preserved but lacks Ukiyo-e color, line work, or composition cues.",5,5,5,"Excellent Ukiyo-e emulation: vibrant flat colors, bold outlines, stylized figures, and compositional framing matching target reference. Source structure faithfully retained.",2,4,3,"Similar to LBM — minimal stylistic infusion, mostly washed-out grayscale with slight texture. Structure intact but no meaningful Ukiyo-e traits."
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint Rococo influence; structure preserved but style is nearly absent. Heavy blur and low contrast reduce visual fidelity.,5,5,5,"Excellent Rococo styling with ornate frame, rich colors, and period-appropriate attire. Structure perfectly preserved with no artifacts.",3,4,3,"Moderate Rococo hints in color palette and softness, but lacks ornamental detail. Structure mostly intact with slight smudging."
Ukiyo_e__utagawa-kuniyoshi_tsuchigumo__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Minimal style transfer; retains source structure but lacks impressionistic texture or brushwork. Artifacts from noise-like degradation.,5,5,5,"Strong impressionistic rendering with visible brushstroke-like textures, color blending, and soft edges while preserving original composition and details cleanly.",3,4,3,"Moderate impressionistic effect with some color washes and softening, but inconsistent texture application and minor smudging artifacts reduce overall quality."
Early_Renaissance__domenico-ghirlandaio_st-jerome__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint Ukiyo-e influence; structure preserved but style is washed out and lacks characteristic line work or color palette.,5,5,5,"Excellent Ukiyo_e style transfer with bold outlines, flat color planes, and compositional framing matching the target. Structure perfectly preserved with no artifacts.",2,3,2,"Similar to LBM — minimal style transfer, mostly retains source appearance with slight haze. Structure intact but style specificity very low."
Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to apply Early Renaissance style; appears as a faded, ghostly overlay with no stylistic coherence. Structure is partially preserved but distorted by artifacts.",5,5,5,"Excellent match to Early Renaissance style: warm palette, aged parchment texture, arched frame, and painterly figures. Source content accurately preserved within the new stylistic context. No visible artifacts.",3,4,3,"Attempts stylistic framing with arch and border, but lacks true Renaissance painting qualities (e.g., chiaroscuro, anatomical detail). Some structural fidelity remains, but style application is superficial and inconsistent."
Minimalism__yves-gaucher_traces-2000__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,4,Minimal style transfer; mostly blank with faint line. Structure preserved but no impressionistic texture or color.,5,5,5,Strong impressionist brushwork and color palette applied while preserving the horizontal line structure. Clean output with no artifacts.,3,4,3,"Some soft texture applied, but overly blurred and washed out. Line is visible but style is weak and indistinct."
Minimalism__robert-ryman_surface-veil-1970__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,1,"Output is nearly blank; no Ukiyo-e style applied, structure barely preserved, heavy artifacts.",5,5,5,"Perfectly applies Ukiyo-e style with correct framing, color palette, and texture; source structure fully preserved; zero artifacts.",1,2,1,"Output is nearly blank; no Ukiyo-e style applied, structure barely preserved, heavy artifacts."
Early_Renaissance__andrea-mantegna_adoration-of-the-magi-central-panel-from-the-altarpiece__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,"Very washed-out, low contrast; Ukiyo-e style is barely perceptible. Structure is preserved but lacks definition. Minimal artifacts but poor stylistic fidelity.",5,5,5,"Excellent Ukiyo-e style transfer with bold outlines, flat color regions, and characteristic wave/cloud motifs. Source structure is well-preserved and enhanced by the style. No visible artifacts.",3,4,4,"Moderate Ukiyo-e influence with some line work and color palette, but less cohesive than Seedream. Structure is mostly preserved with slight softening. Minor smudging in background areas."
Minimalism__pino-pinelli_pittura-r-1993__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,"Faint, washed-out style; minimal color shift from source; structure preserved but lacks stylistic intent.",5,5,5,"Strong minimalism: clean white background, bold red shapes, no artifacts; excellent structure and style fidelity.",3,4,2,Moderate style transfer with slight blur and noise; structure mostly intact but artifacts reduce quality.
Impressionism__edouard-manet_tarring-the-boat-1873__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Very faint Ukiyo-e influence; mostly retains source’s painterly texture with minimal stylistic transformation. Structure preserved but lacks bold lines or color blocking typical of Ukiyo-e.,5,5,5,"Excellent Ukiyo-e style transfer: strong black outlines, flat color regions, stylized figures, and compositional framing matching target reference. Structure fully preserved with no artifacts.",3,4,4,Moderate Ukiyo-e styling — some line work and color shifts present but inconsistent. Structure well preserved; minor smudging in background but overall clean output.
Ukiyo_e__utagawa-kunisada_not_detected_240381(1)__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to apply Early Renaissance style; retains source’s East Asian aesthetic. Structure is preserved but colors are washed out and unnatural. Heavy artifacts and loss of detail.,5,5,5,"Excellent transfer of Early Renaissance style (chiaroscuro, drapery, composition) while perfectly preserving source structure. Clean output with no visible artifacts.",3,4,3,Partial style transfer with some Renaissance-like tones but lacks depth and texture fidelity. Structure is mostly preserved but with slight warping. Minor artifacts in background and clothing folds.
