case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-PS-v2_e13_style_specificity,LBM-PS-v2_e13_structure_preservation,LBM-PS-v2_e13_artifact_control,LBM-PS-v2_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,SaMAM_2250_style_specificity,SaMAM_2250_structure_preservation,SaMAM_2250_artifact_control,SaMAM_2250_note
Early_Renaissance__domenico-ghirlandaio_st-jerome__to__Impressionism,Early_Renaissance,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,1,1,"Overly blurred, loses all structural detail and stylistic intent; appears as noise rather than impressionism.",4,3,3,"Good brushwork texture and color palette matching Impressionism, but slight over-saturation and minor edge artifacts.",5,5,5,Excellent balance: preserves figure and architectural structure while applying authentic Impressionist brushstrokes and color blending with no visible artifacts.
Early_Renaissance__domenico-ghirlandaio_st-jerome__to__Minimalism,Early_Renaissance,Minimalism,LBM-PS-v2_e13,LBM-PS-v2_e13,Seedream_repaired750,LBM-PS-v2_e13,4,5,2,5,Highly minimalist with near-total abstraction; loses source structure but excels in style purity and artifact-free rendering.,3,5,4,"Retains strong structural fidelity to source; moderate minimalism with stylized figures and clean lines, minor artifacts in background.",2,4,3,Low minimalism — retains too much detail and texture; visible artifacts and noise reduce stylistic purity.
Early_Renaissance__domenico-ghirlandaio_st-jerome__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Extremely blurry and abstract; no discernible Rococo elements or structure.,5,5,5,"Excellent Rococo style transfer with ornate details, soft colors, and clear preservation of source structure and figure.",4,4,4,"Good Rococo styling and structure, but slightly less refined detail and color harmony compared to D."
Early_Renaissance__domenico-ghirlandaio_st-jerome__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,1,1,1,Completely lost structure and style; appears as abstract noise.,3,4,3,"Good structure retention and some Ukiyo-e elements, but lacks fine stylistic detail and has minor artifacts.",5,5,5,"Excellent preservation of source structure with strong, clean Ukiyo-e style application and minimal artifacts."
Early_Renaissance__domenico-ghirlandaio_st-stephen-st-jacobo-st-peter__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Highly abstracted, loses Renaissance structure and style; heavy smearing and loss of detail.",5,5,5,"Excellent preservation of Early Renaissance composition, drapery, and architectural framing; minimal artifacts.",4,4,4,Good style and structure retention but slightly less refined than D; minor color shifts and softness.
Early_Renaissance__domenico-ghirlandaio_st-stephen-st-jacobo-st-peter__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,"Highly abstracted; structure nearly lost, artifacts dominate, minimal impressionistic coherence.",5,5,5,Strong impressionist brushwork and color harmony; original composition fully preserved; clean output.,3,4,4,Moderate impressionist feel; structure well kept; slight stylistic inconsistency and minor artifacts.
Early_Renaissance__domenico-ghirlandaio_st-stephen-st-jacobo-st-peter__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,"Overly blurred, loses all structure and style intent; appears as noise rather than minimalism.",5,5,5,Clean vector-like figures with flat colors and simplified forms; perfectly captures minimalism while preserving original composition.,3,4,4,"Retains structure but applies subtle texture and shading; less minimalist than D, more faithful to source detail."
Early_Renaissance__domenico-ghirlandaio_st-stephen-st-jacobo-st-peter__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,Severely degraded; style is indistinct and structure is lost to heavy blur/noise.,5,5,5,"Excellent Rococo rendering with clear ornamental details, perfect structural fidelity, and no visible artifacts.",4,5,4,"Strong style and structure, but slightly less refined in texture/detail compared to D."
Early_Renaissance__domenico-ghirlandaio_st-stephen-st-jacobo-st-peter__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,3,2,"Very blurry and indistinct; Ukiyo-e style is nearly absent, structure is heavily degraded, and artifacts dominate the image.",4,4,4,Good Ukiyo-e stylization with clear line work and color blocking; structure is well preserved; minimal artifacts.,5,5,5,Excellent Ukiyo-e style transfer with bold outlines and flat colors; structure perfectly preserved; no visible artifacts.
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,2,1,Highly blurred and abstracted; loses architectural detail and stylistic coherence with Early Renaissance.,3,3,3,Circular framing distorts original composition; moderate style mimicry but structural integrity compromised.,5,5,5,"Faithfully preserves source structure while applying Early Renaissance brushwork, color palette, and chiaroscuro effectively."
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Overly blurred and abstract; loses all structural detail and fails to convey Impressionist brushwork or color.,5,5,5,Strong Impressionist palette and visible brushstrokes; preserves original composition and architectural forms with minimal distortion.,4,4,4,Good stylistic rendering but slightly over-saturated and minor edge artifacts; structure mostly intact.
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,"Overly blurred, loses all structural and stylistic detail; fails to convey minimalism or source content.",5,5,5,Clean geometric abstraction with flat colors and simplified forms; preserves key compositional elements while achieving strong minimalism.,3,4,3,Retains structure but retains too much texture and detail; style is partially minimal but not fully abstracted.
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Overly blurred and muddy; loses both Rococo elegance and structural clarity.,5,4,4,"Strong Rococo pastel palette, ornate details, and graceful composition; minor softening of edges but overall excellent fidelity.",3,3,3,Retains some Rococo color and framing but introduces dark vignetting and inconsistent detail; moderate style transfer with visible artifacts.
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,1,Extremely blurry and indistinct; fails to convey Ukiyo-e style or preserve source structure.,5,5,5,"Strong Ukiyo-e aesthetic with clear linework, flat color planes, and compositional fidelity to source.",4,4,4,"Good Ukiyo-e styling and structure, but slightly less crisp than D; minor artifacts in shading."
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Very blurry and indistinct; lacks clear Renaissance stylistic markers and structural fidelity.,5,5,5,"Strong Early Renaissance style with clear figures, architecture, and composition; minimal artifacts.",4,4,4,Good stylistic match but slightly less refined than D; minor structural distortions and soft edges.
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,4,Very blurry and washed-out; lacks Impressionist brushwork and color vibrancy.,5,5,5,"Strong Impressionist style with visible brushstrokes, rich colors, and clear structural fidelity to source.",4,4,4,Good style and structure but slightly less refined brushwork and minor color artifacts compared to D.
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,LBM-PS-v2_e13,4,2,5,5,"High structure preservation and no artifacts, but lacks minimalism — appears as a blurred or faded version of source.",5,3,3,Strong minimalism with bold shapes and flat colors; some structural distortion and minor artifacts in figure rendering.,3,4,4,"Moderate minimalism with preserved structure; slight artifacts and less stylized than D, more painterly."
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,LBM-PS-v2_e13,4,2,5,5,Preserves source structure perfectly but lacks Rococo stylistic features; appears as a blurred version of the source.,5,3,4,"Strongly captures Rococo aesthetics (pastel tones, ornate framing, soft brushwork) with minor structural distortion and slight over-smoothing.",4,4,3,"Good Rococo style application with recognizable structure, but exhibits noticeable artifacts and inconsistent texture blending."
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,1,Extremely blurry and lacks any discernible Ukiyo-e style or structural detail; appears as a washed-out smudge.,5,5,5,"Excellent Ukiyo-e style with bold outlines, flat color planes, and traditional composition; perfectly preserves source structure with no artifacts.",4,4,4,"Strong Ukiyo-e style and good structure preservation, but slightly less crisp than D; minor softness in edges and color blending."
Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,3,2,Overly blurred and painterly; loses Renaissance detail and structure.,4,4,4,Good stylistic match with minor softening; preserves architecture and figures well.,5,5,5,"Excellent Early Renaissance style transfer; crisp details, accurate composition, no artifacts."
Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,Overly blurred and washed out; loses both style and structure.,5,5,5,Perfectly balances Impressionist brushwork with original composition and clean output.,3,4,4,Preserves structure well but lacks strong Impressionist texture; slightly rigid.
Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Completely blurred; no style or structure preserved.,5,5,5,Clean minimalism with full structural and stylistic fidelity.,3,4,3,Preserves structure but retains too much original detail for minimalism.
Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,2,1,Extremely blurry and indistinct; loses all structural detail and Rococo elegance.,5,5,5,"Excellent Rococo styling with ornate details, soft colors, and preserved composition; minimal artifacts.",4,4,4,"Good Rococo feel and structure, but slightly less refined than D; minor color saturation issues."
Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,2,1,Extremely blurry and washed out; loses nearly all structural detail and Ukiyo-e stylistic markers.,4,4,4,Good Ukiyo-e line work and color blocking; preserves composition well with minor softening in background.,5,5,5,"Excellent Ukiyo-e aesthetic with bold outlines, flat color planes, and decorative patterns; structure fully preserved; no visible artifacts."
Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,3,2,Heavy blur and smudging obscure figures; Early Renaissance style is barely recognizable.,4,5,4,Strong structural fidelity and clear Early Renaissance styling; minor softness in facial details.,5,4,5,Excellent stylistic match with clean rendering; slight loss of fine edge definition compared to D.
Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1__to__Impressionism,Early_Renaissance,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,3,2,"Overly blurred and abstract; loses figure detail and architectural clarity, resembling smudged paint rather than controlled impressionism.",4,4,4,"Good balance of brushwork and form; retains structure while applying visible strokes, though slightly less refined than E.",5,5,5,"Excellent impressionistic texture with clear preservation of figures and architecture; minimal artifacts, most faithful to target style intent."
